strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
MH218582|NORO_112_08_08_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218676|NORO_218_24_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218677|NORO_219_25_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218678|NORO_220_28_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218679|NORO_221_28_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218680|NORO_222_31_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218681|NORO_223_01_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218682|NORO_224_01_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218683|NORO_225_04_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218684|NORO_226_06_01_2016|N,1,7567,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH218685|NORO_227_07_01_2016|N,1,7559,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH218686|NORO_228_11_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218687|NORO_229_12_01_2016|N,1,7546,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218688|NORO_230_14_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218689|NORO_231_20_01_2016|N,1,7562,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
MH218690|NORO_232_20_01_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218691|NORO_234_25_01_2016|N,1,7550,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218692|NORO_236_29_01_2016|N,1,7502,7501,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MH218693|NORO_238_17_02_2016|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218694|NORO_31_11_09_2014|NA,1,7547,7502,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218695|NORO_32_19_06_2014|NA,1,7574,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218696|NORO_34_6_05_05_2015|,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218697|NORO_34_7_30_10_2015|,1,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.2,100,,
MH218698|NORO_38_09_08_2014|NA,1,7571,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218669|NORO_211_16_12_2015|N,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,89,GII.4,100,Sydney_2012,97
MH218670|NORO_212_17_12_2015|N,1,7550,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MH218671|NORO_213_16_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218672|NORO_214_19_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218673|NORO_215_18_12_2015|N,1,7521,7494,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218674|NORO_216_22_12_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218675|NORO_217_23_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH413069|10149|NA|2010_01_03|H,6,7554,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
MH413070|0859|NA|2008_05_08|Hu,3,7558,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,100
MH218584|NORO_114_14_09_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218585|NORO_115_17_09_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218586|NORO_116_26_09_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218587|NORO_117_01_11_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218588|NORO_118_17_11_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218589|NORO_119_27_11_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218590|NORO_120_28_11_2014|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218591|NORO_121_30_11_2014|N,1,7535,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.17,100,,
MH218592|NORO_122_01_12_2014|N,1,7541,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218593|NORO_123_02_01_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218594|NORO_124_10_01_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218595|NORO_125_19_01_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218596|NORO_126_17_02_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218597|NORO_127_05_03_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218598|NORO_127_3_24_03_2015,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218599|NORO_128_07_03_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218600|NORO_129_16_03_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218601|NORO_130_25_03_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218602|NORO_131_08_04_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218603|NORO_132_01_05_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218604|NORO_133_26_05_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218605|NORO_134_07_02_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218606|NORO_135_30_01_2015|N,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218607|NORO_136_20_02_2015|N,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218608|NORO_137_08_06_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218609|NORO_138_23_10_2014|N,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,98,GII.4,100,Sydney_2012,100
MH218610|NORO_139_24_10_2014|N,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218611|NORO_140_26_10_2014|N,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218612|NORO_141_02_11_2014|N,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218613|NORO_142_05_11_2014|N,1,7579,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218614|NORO_143_12_11_2014|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218615|NORO_144_13_11_2014|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218616|NORO_145_21_11_2014|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218617|NORO_147_05_01_2015|N,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218618|NORO_147_2_10_12_2015,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218619|NORO_148_08_01_2015|N,1,7532,7488,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,98,GII.4,100,Sydney_2012,100
MH218620|NORO_149_22_01_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218621|NORO_150_22_01_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218622|NORO_151_31_01_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218623|NORO_152_02_02_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218624|NORO_153_19_02_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218625|NORO_154_02_03_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218626|NORO_155_02_03_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218627|NORO_156_02_03_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218628|NORO_157_03_03_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218629|NORO_158_01_04_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218630|NORO_160_14_04_2015|N,1,7542,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218631|NORO_161_27_04_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218632|NORO_162_1_03_05_2015,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218633|NORO_164_04_06_2015|N,1,7566,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218634|NORO_165_21_06_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218635|NORO_166_21_06_2015|N,1,7559,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218636|NORO_167_23_06_2015|N,1,7566,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218637|NORO_168_23_06_2015|N,1,7559,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218638|NORO_169_02_07_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218639|NORO_170_23_09_2014|N,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218640|NORO_171_09_03_2015|N,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218641|NORO_172_02_04_2015|N,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218642|NORO_173_08_05_2015|N,1,7524,7497,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218643|NORO_174_03_06_2015|N,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218644|NORO_174_1_13_11_2015,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218645|NORO_176_1_17_12_2015,1,7521,7494,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218646|NORO_177_2_26_01_2016,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218647|NORO_179_03_08_2015|N,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
MH218648|NORO_180_01_09_2015|N,1,7543,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.2,100,,
MH218649|NORO_181_09_09_2015|N,1,7713,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P2,100,,,GI.2,100,,
MH218650|NORO_182_19_09_2015|N,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218651|NORO_183_23_09_2015|N,1,7484,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.13,100,,
MH218652|NORO_184_23_09_2015|N,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,Sydney_2012,100
MH218653|NORO_185_28_09_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218654|NORO_186_28_09_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218655|NORO_187_01_10_2015|N,1,7537,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P2,100,,,GII.2,100,,
MH218656|NORO_188_01_10_2015|N,1,7740,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P2,100,,,GI.2,100,,
MH218657|NORO_196_18_10_2015|N,1,7497,7476,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.2,100,,
MH218658|NORO_197_04_11_2015|N,1,7542,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MH218659|NORO_198_10_11_2015|N,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,99,,,GI.3,100,,
MH218660|NORO_199_18_11_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH218661|NORO_200_25_11_2015|N,1,7538,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.7,100,,
MH218662|NORO_201_30_11_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218663|NORO_205_02_12_2015|N,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MH218664|NORO_206_03_12_2015|N,1,7745,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,97,,,GI.3,100,,
MH218665|NORO_207_07_12_2015|N,1,7554,7510,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
MH218666|NORO_208_11_12_2015|N,1,7521,7494,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218667|NORO_209_15_12_2015|N,1,7521,7494,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH218668|NORO_210_16_12_2015|N,1,7548,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
MH260492|ST254|NA|2017|Human|U,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260493|ST251|NA|2017|Human|U,6,7513,7496,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH260494|ST173|NA|2017|Human|U,37,7498,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P12,100,,,GII.3,100,,
MH260495|ST166|NA|2017|Human|U,5,7493,7455,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260496|ST165|NA|2017|Human|U,28,7449,7434,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260497|ST161|NA|2017|Human|U,1,7433,7391,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260498|ST156|NA|2017|Human|U,1,7509,7467,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260499|ST155|NA|2017|Human|U,1,7481,7439,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260500|ST152|NA|2017|Human|U,6,7519,7502,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH260501|ST136|NA|2017|Human|U,6,7490,7474,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH260502|ST134|NA|2017|Human|U,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260503|ST114|NA|2017|Human|U,224,7300,7485,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260504|ST111|NA|2017|Human|U,1,7516,7474,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260505|ST110|NA|2017|Human|U,120,7191,7268,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260506|ST109|NA|2017|Human|U,6,7542,7503,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260507|ST107|NA|2017|Human|U,1,7515,7473,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260508|ST103|NA|2017|Human|U,6,7550,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260509|ST97|NA|2017|Human|US,77,7457,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH260510|ST287|NA|2017|Human|U,119,7193,7302,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH260511|ST86|NA|2017|Human|US,1,7443,7404,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH260478|STMB|NA|2017|Human|US,93,7345,7416,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH260479|ST709|NA|2017|Human|U,1,7494,7452,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260480|ST680|NA|2017|Human|U,1,7493,7451,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260481|ST545|NA|2017|Human|U,83,7433,7473,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260482|ST480|NA|2017|Human|U,1,7327,7285,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260483|ST466|NA|2017|Human|U,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260484|ST435|NA|2017|Human|U,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260485|ST420|NA|2017|Human|U,1,7524,7482,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260486|ST347|NA|2017|Human|U,83,7454,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260487|ST342|NA|2017|Human|U,49,7354,7393,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH260488|ST305|NA|2017|Human|U,1,7536,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260489|ST295|NA|2017|Human|U,1,7476,7434,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260490|ST283|NA|2017|Human|U,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260491|ST256|NA|2017|Human|U,42,7495,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH260512|ST71|NA|2017|Human|US,1,7457,7415,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH321825|HuCHN2017GII.P16_GII.,1,7536,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MH443711|HuCHN2018GI.5YiwuCB1|,177,7508,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P12 (GI.Pc),100,,,GI.5,100,,
MH279823|ST374|NA|2017|Human|U,11,7403,7371,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MH279824|ST322|NA|2017|Human|U,49,7365,7404,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MH279825|ST90|NA|2017|Human|US,12,7525,7492,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.4,100,Sydney_2012,100
MG786781|HuGII.4DBM15_1562015T,15,7535,7505,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
MF802550|NoV1202516NJ|NA|2016_,1,7437,7410,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
MF802551|NoV12095216NJ|NA|2016,1,7390,7369,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.2,100,,
MF802552|NoV1219416NJ|NA|2016_,1,7238,7181,Norovirus GII,,NC_029646.1,FALSE,GII.P40 (GII.P22),100,,,GII.5,100,,
MF802553|NoV1219616NJ|NA|2016_,1,7238,7181,Norovirus GII,,NC_029646.1,FALSE,GII.P40 (GII.P22),100,,,GII.5,100,,
MF802554|NoV1219716NJ|NA|2016_,1,7238,7181,Norovirus GII,,NC_029646.1,FALSE,GII.P40 (GII.P22),100,,,GII.5,100,,
MH608285|NVCMRHP1CMR2014|NA|20,367,7138,7507,Norovirus GII,,NC_029646.1,FALSE,GII.P30 (GII.Pc),100,,,GII.12,100,,
MH608286|NVCMRHP18CMR2014|NA|2,1,7740,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P3,96,,,GI.3,100,,
MH608287|NVCMRHP59CAM2014|NA|2,268,7205,7515,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.13,100,,
KT152148|HuGII.P4_GII.4Minerva,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
