strain,begin,length,end,BLAST,BLAST score,refseq,reverse complement,ORF1 type,ORF1 type support,ORF1 subtype,ORF1 subtype support,ORF2 type,ORF2 type support,ORF2 subtype,ORF2 subtype support
KM198542|HuGII200942009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198557|HuGII101942009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198555|HuGIIC20352010VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198568|HuGIIC2H_622011VNM|NA,34,7304,7295,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198561|HuGII303032009VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198536|HuGII200792009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198572|HuGII203702010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198545|HuGII101952009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198528|HuGIIC2H_252011VNM|NA,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198521|HuGII101762009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198492|HuGII304482010VNM|NA|,17,7366,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.12,100,,
KM198526|HuGII100752009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198481|HuGII100542009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198590|HuGIIC2H_392011VNM|NA,5,7421,7401,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198562|HuGIIC2H_552011VNM|NA,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198512|HuGII100622009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198578|HuGIIC2H_522011VNM|NA,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198583|HuGII204932010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KJ196283|Taipei106|NA|2012|Hum,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KM198531|HuGII301162009VNM|NA|,5,7437,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198543|HuGII203572009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198589|HuGII201442009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198537|HuGII101372009VNM|NA|,5,7443,7399,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,99,GII.4,100,Den_Haag_2006b,100
KM198515|HuGIIC2H_312011VNM|NA,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198579|HuGII101602009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198569|HuGII102352009VNM|NA|,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198506|HuGII101992009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198552|HuGII201542009VNM|NA|,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,93,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198573|HuGIIC2H_452011VNM|NA,5,7421,7401,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198585|HuGII102382009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198544|HuGIIC24182010VNM|NA|,18,7430,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KM198564|HuGIIC2H_442011VNM|NA,49,7399,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198480|HuGII101162009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198489|HuGII101012009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198533|HuGII302412009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198530|HuGII204862010VNM|NA|,5,7437,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198563|HuGIIC23652010VNM|NA|,5,7277,7257,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198525|HuGII101632009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198549|HuGII304732010VNM|NA|,5,7434,7402,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KM198574|HuGII101832009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198547|HuGIIC2H_472011VNM|NA,5,7421,7401,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198501|HuGII101732009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198514|HuGII100792009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
JX846929|HuGI.3CHDC1161978USA|,365,5665,6011,Norovirus GI,,NC_001959.2,FALSE,GI.P3,100,,,GI.3,100,,
KM198538|HuGII100512009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198499|HuGII201182009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198556|HuGII101272009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198554|HuGIIC2H_482011VNM|NA,5,7421,7401,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198532|HuGII101082009VNM|NA|,16,7432,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198490|HuGII100022009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198488|HuGII103252010VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,New_Orleans_2009,100
KM198565|HuGII101692009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198524|HuGII100342009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198575|HuGII200692009VNM|NA|,5,7443,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,92,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198539|HuGIIC2H_362011VNM|NA,5,7414,7376,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198584|HuGII101312009VNM|NA|,17,7431,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KM198500|HuGIIC2H_202011VNM|NA,17,7413,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM198509|HuGII204792010VNM|NA|,5,7425,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KJ685415|HuGIIBG1C0241_332011B,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685412|HuGIIBG1C04052012BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ685417|HuGIIBG1C02702011BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685406|HuGIIBG1C03912012BGD|,69,7445,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KJ685403|HuGIIBG1C02042011BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685410|HuGIIBG1C04462013BGD|,5,6428,6411,Norovirus GII,,NC_029646.1,FALSE,Could not assign,,,,GII.2,100,,
KJ685411|HuGIIBG1C03982012BGD|,72,7442,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
KJ685402|HuGIIBG1C04342012BGD|,64,7450,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
KJ685405|HuGIIBG1C02822011BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685409|HuGIIBG1C0241_322011B,64,7450,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685413|HuGIIBG1C03172011BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,99,GII.4,100,New_Orleans_2009,100
KJ685408|HuGIIBG1C00662011BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ685414|HuGIIBG1C00042010BGD|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KC517376|HuGII_4TaoyuanCGMH662,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517361|HuGII_4TaoyuanCGMH512,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517369|HuGII_4TaoyuanCGMH592,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC517362|HuGII_4TaoyuanCGMH522,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517368|HuGII_4New_TaipeiCGMH,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC517377|HuGII_4TaoyuanCGMH672,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KM272334|HuGII.4gg_12_08_04201,1,7558,7517,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517364|HuGII_4New_TaipeiCGMH,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517372|HuGII_4New_TaipeiCGMH,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
LC043305|HuGIIJP2014GII.P17_GI,22,7535,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KC517378|HuGII_4New_TaipeiCGMH,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KC517365|HuGII_4TaoyuanCGMH552,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
LC043139|HuGIIJP2014GII.P17_GI,22,7545,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KC962453|GIIHuZAF2010GII.P4_GI,1,7567,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Could not assign,
KR020503|HuNoVGII.1741621Guang,68,7511,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
KJ710245|GIIHuZAF2011GII.P4_GI,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,92,GII.4,100,Could not assign,
KC962462|GIIHuZAF2011GII.P4_GI,1,7570,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,90,GII.4,100,Sydney_2012,94
EU921389|PC52|NA|NA|Human|Indi,1,7547,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
LN854569|GIIHuNL2014GII.21Gron,1,7579,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P21 (GII.Pb),100,,,GII.3,100,,
KM258129|12_CG_2_42012GII.PeGI,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
LN854572|GIIHuNL2012GII.4Nijme,1,7513,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KP407451|GIHuCHN2008HuzhouN11|,1,7691,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P11 (GI.Pb),100,,,GI.6,100,,
KJ955493|JB031230049NanshanOB1,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KM036379|HuGII.P22GII.5Taoyuan,257,7146,7405,Norovirus GII,,NC_029646.1,FALSE,GII.P40 (GII.P22),100,,,GII.5,100,,
KM258130|12_AY_12012GII.4_NewO,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
EU921388|PC51|NA|NA|Human|Indi,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Osaka_2007,100
EU921344|PC15|NA|NA|Human|Indi,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Could not assign,,GII.4,100,Hunter_2004,100
KR083017|HuGII.17Gaithersburg2,33,7527,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P17,100,,,GII.17,100,,
LN854566|GIIHuNL2014GII.4Groni,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,Sydney_2012,100
LN854571|GIIHuNL2012GII.4Nijme,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
LC066046|HuGIIJP2015GII.Pe_GII,2,7545,7511,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
LN854570|GIIHuNL2014GII.2Groni,1,7516,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P33 (GII.Pg),100,,,GII.1,100,,
KM036380|HuGII.P16GII.13New_Ta,14,7435,7478,Norovirus GII,,NC_029646.1,FALSE,GII.P16,100,,,GII.13,100,,
KM258131|12_AY_22012GII.4_NewO,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
LN854568|GIIHuNL2014GII.6Groni,1,7550,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P7,100,,,GII.6,100,,
KJ955492|JB031230054LuohuOB122,1,7564,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KM245075|13_Z_22013GII.PeGII.4,17,7496,7470,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
LN854565|GIIHuNL2012GII.4Groni,3,7511,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
LN854567|GIIHuNL2014GII.4Groni,1,7559,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
KM258128|12_BA_12012GII.PeGII.,1,7560,7518,Norovirus GII,,NC_029646.1,FALSE,GII.P31 (GII.Pe),100,,,GII.4,100,Sydney_2012,100
LN854564|GIHuNL2012GI.6Groning,1,7691,7654,Norovirus GI,,NC_001959.2,FALSE,GI.P11 (GI.Pb),86,,,GI.6,100,,
AB933736|HuGII.4Aichi22009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933726|HuGII.4Ehime42011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933674|HuGII.4Miyazaki32010J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933692|HuGII.4Nagano52011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933665|HuGII.4Aichi52010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933746|HuGII.4Osaka12009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,96,GII.4,100,New_Orleans_2009,100
AB933695|HuGII.4Sakai102011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933699|HuGII.4Akita22011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933712|HuGII.4Aomori62011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933662|HuGII.4Chiba32010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933713|HuGII.4Aomori72011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933653|HuGII.4Aichi12009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933696|HuGII.4Shimane12011JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933684|HuGII.4Sakai42010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933745|HuGII.4Aichi32010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
KJ407076|HuGII.4HS662001USA|NA,5,7506,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,US95_96,100,GII.4,100,US95_96,99
AB933757|HuGII.4Saga42009JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,95,GII.4,100,New_Orleans_2009,98
AB933727|HuGII.4Chiba102011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,94,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933680|HuGII.4Fukui32010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933753|HuGII.4Ehime42009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,97,GII.4,100,New_Orleans_2009,98
AB933651|HuGII.4Hiroshimacity5,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933741|HuGII.4Chiba42009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933701|HuGII.4Akita32011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933739|HuGII.4Fukui12009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933691|HuGII.4Miyazaki52010J,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933737|HuGII.4Aichi32009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933700|HuGII.4Toyama22011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933752|HuGII.4Ehime22009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,97,GII.4,100,New_Orleans_2009,99
AB933652|HuGII.4Iwate22009JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,98,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933669|HuGII.4Sakai12010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933687|HuGII.4Shimane42010JP,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933764|HuGII.4Osaka12011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933768|HuGII.4Nagano72011JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933698|HuGII.4Hiroshimacity2,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933694|HuGII.4Sakai92011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
KC894731|HuGIV.1CCDC_GR1113_59,1,7525,7527,Norovirus GIV,,NC_029647.1,FALSE,,,,,,,,
AB933706|HuGII.4Saga12011JP|NA,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,95,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933683|HuGII.4Sakai32010JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,97,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933704|HuGII.4Ehime12011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933658|HuGII.4Aomori42010JP|,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933722|HuGII.4Ehime32011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,99,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933761|HuGII.4Osaka42011JP|N,5,7512,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933671|HuGII.4Hiroshima32010,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933766|HuGII.4Aichi42011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
AB933719|HuGII.4Hiroshima12011,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,96,Den_Haag_2006b,100,GII.4,100,Den_Haag_2006b,100
AB933748|HuGII.4Ehime52011JP|N,5,7509,7471,Norovirus GII,,NC_029646.1,FALSE,GII.P4,100,New_Orleans_2009,100,GII.4,100,New_Orleans_2009,100
