strain	strain_name	segment	date	host	country	subtype	virus
MZ515991	UU02_0050_D03	NA	2018-02-22	Human	Netherlands	B	Human_orthopneumovirus
MZ515995	UU02_0039_D04	NA	2018-01-18	Human	Netherlands	B	Human_orthopneumovirus
MZ515996	UU03_0134_V02	NA	2018-01-22	Human	Netherlands	B	Human_orthopneumovirus
MZ515997	UU02_0054_V01	NA	2018-11-30	Human	Netherlands	B	Human_orthopneumovirus
MZ516003	UU02_0062_V01	NA	2018-12-16	Human	Netherlands	B	Human_orthopneumovirus
MZ516016	UU02_0052_V01	NA	2018-04-18	Human	Netherlands	B	Human_orthopneumovirus
MZ516020	SE02_0020_V01	NA	2019-12-27	Human	Spain	B	Human_orthopneumovirus
MZ516021	OX02_8110_V01	NA	2018-11-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516022	UU01A_0042_V02	NA	2018-11-29	Human	Netherlands	B	Human_orthopneumovirus
MZ516025	UU02_0005_V01	NA	2017-11-17	Human	Netherlands	B	Human_orthopneumovirus
MZ516030	SE01A_0102_V02	NA	2019-12-19	Human	Spain	B	Human_orthopneumovirus
MZ516032	UU03_0037_V02	NA	2017-12-04	Human	Netherlands	B	Human_orthopneumovirus
MZ516034	UU02_0028_D12	NA	2018-01-11	Human	Netherlands	B	Human_orthopneumovirus
MZ516037	OX02_8304_D02	NA	2018-11-20	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516041	UU02_0089_V01	NA	2018-12-18	Human	Netherlands	B	Human_orthopneumovirus
MZ516042	OX02_8945_V01	NA	2019-11-06	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516045	OX03_0015_V02	NA	2017-12-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516049	OX02_9457_V01	NA	2020-01-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516051	OX02_8301_V01	NA	2018-11-14	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516054	SE02_0051_D03	NA	2019-01-19	Human	Spain	B	Human_orthopneumovirus
MZ516056	SE01A_0133_V02	NA	2020-01-14	Human	Spain	B	Human_orthopneumovirus
MZ516059	UU03_0408_V02	NA	2019-01-15	Human	Netherlands	B	Human_orthopneumovirus
MZ516060	UU02_0037_V01	NA	2018-01-10	Human	Netherlands	B	Human_orthopneumovirus
MZ516061	OX02_8516_V01	NA	2018-11-05	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516062	UU02_0063_V01	NA	2018-12-12	Human	Netherlands	B	Human_orthopneumovirus
MZ516065	OX02_8342_V01	NA	2018-11-28	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516081	OX02_8221_V01	NA	2019-11-09	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516082	UU03_0022_V02	NA	2017-12-18	Human	Netherlands	B	Human_orthopneumovirus
MZ516083	SE02_0050_D03	NA	2019-01-01	Human	Spain	B	Human_orthopneumovirus
MZ516089	UU02_0028_D05	NA	2018-01-04	Human	Netherlands	B	Human_orthopneumovirus
MZ516094	UU02_0051_D02	NA	2018-03-28	Human	Netherlands	B	Human_orthopneumovirus
MZ516095	UU02_0084_V01	NA	2018-12-07	Human	Netherlands	B	Human_orthopneumovirus
MZ516098	OX01A_8052_V02	NA	2018-11-30	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516101	OX02_8813_D02	NA	2018-10-25	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516102	OX02_8541_V01	NA	2019-12-10	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516104	UU02_0068_V01	NA	2018-12-17	Human	Netherlands	B	Human_orthopneumovirus
MZ516105	OX02_8128_V01	NA	2019-02-05	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516107	OX02_8372_V01	NA	2018-11-28	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516109	OX02_8985_D04	NA	2018-10-29	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516113	UU02_0152_V01	NA	2019-11-22	Human	Netherlands	B	Human_orthopneumovirus
MZ516114	SE02_0005_V01	NA	2019-01-04	Human	Spain	B	Human_orthopneumovirus
MZ515779	OX02_8313_V01	NA	2018-11-20	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515786	OX02_9397_V01	NA	2019-12-24	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515791	OX02_8221_D04	NA	2019-11-12	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515792	UU02_0028_D09	NA	2018-01-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515793	UU02_0019_V01	NA	2017-12-18	Human	Netherlands	B	Human_orthopneumovirus
MZ515794	UU01A_0117_V02	NA	2019-12-12	Human	Netherlands	B	Human_orthopneumovirus
MZ515799	UU03_0367_V02	NA	2019-01-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515805	UU02_0044_D04	NA	2018-01-29	Human	Netherlands	B	Human_orthopneumovirus
MZ515807	OX02_8385_V01	NA	2018-11-06	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515809	OX01A_8071_V02	NA	2018-12-06	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515812	OX02_8620_V01	NA	2018-12-04	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516116	OX02_8832_D08	NA	2018-11-05	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516122	SE01A_0109_V02	NA	2019-12-16	Human	Spain	B	Human_orthopneumovirus
MZ516123	OX01A_8960_V02	NA	2019-12-31	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516125	OX02_8304_D04	NA	2018-11-22	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516126	UU02_0006_D03	NA	2017-11-20	Human	Netherlands	B	Human_orthopneumovirus
MZ516135	UU01A_0035_V02	NA	2018-11-26	Human	Netherlands	B	Human_orthopneumovirus
MZ516139	OX02_8714_V01	NA	2019-11-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ516140	SE01A_0123_V02	NA	2019-12-30	Human	Spain	B	Human_orthopneumovirus
MZ516141	UU02_0006_V01	NA	2017-11-18	Human	Netherlands	B	Human_orthopneumovirus
MZ516143	SE01A_0135_V02	NA	2019-12-30	Human	Spain	B	Human_orthopneumovirus
MZ515590	OX02_8523_V01	NA	2019-12-05	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515591	OX01A_8972_V02	NA	2018-11-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515594	IM02_0004_D05	NA	2018-11-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515595	UU01A_0160_V02	NA	2019-12-17	Human	Netherlands	B	Human_orthopneumovirus
MZ515596	OX02_8301_D02	NA	2018-11-15	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515598	UU02_0051_V01	NA	2018-03-27	Human	Netherlands	B	Human_orthopneumovirus
MZ515599	UU01A_0142_V02	NA	2019-12-12	Human	Netherlands	B	Human_orthopneumovirus
MZ515603	UU02_0018_V01	NA	2017-12-19	Human	Netherlands	B	Human_orthopneumovirus
MZ515605	UU01A_0069_V02	NA	2019-01-15	Human	Netherlands	B	Human_orthopneumovirus
MZ515607	OX02_8961_D02	NA	2019-11-10	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515608	SE02_0004_V01	NA	2019-01-03	Human	Spain	B	Human_orthopneumovirus
MZ515611	UU02_0043_D02	NA	2018-01-26	Human	Netherlands	B	Human_orthopneumovirus
MZ515612	UU02_0013_V01	NA	2017-12-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515613	IM02_0002_V01	NA	2018-11-21	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515622	OX02_8961_D06	NA	2019-11-14	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515625	UU02_0044_D05	NA	2018-01-30	Human	Netherlands	B	Human_orthopneumovirus
MZ515627	OX02_8710_V01	NA	2018-10-25	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515635	OX02_8961_V01	NA	2019-11-09	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515636	OX01A_8272_V02	NA	2019-12-12	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515637	OX02_8758_D02	NA	2018-12-18	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515638	SE02_0024_V01	NA	2020-01-08	Human	Spain	B	Human_orthopneumovirus
MZ515639	UU01A_0066_V02	NA	2018-12-04	Human	Netherlands	B	Human_orthopneumovirus
MZ515648	UU03_0084_V02	NA	2018-04-17	Human	Netherlands	B	Human_orthopneumovirus
MZ515653	IM02_0004_V01	NA	2018-11-23	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515656	SE01A_0168_V02	NA	2019-12-18	Human	Spain	B	Human_orthopneumovirus
MZ515658	UU01A_0026_V02	NA	2018-11-15	Human	Netherlands	B	Human_orthopneumovirus
MZ515660	UU01A_0080_V02	NA	2018-12-19	Human	Netherlands	B	Human_orthopneumovirus
MZ515663	UU02_0036_V01	NA	2018-01-11	Human	Netherlands	B	Human_orthopneumovirus
MZ515664	UU02_0166_D05	NA	2020-01-13	Human	Netherlands	B	Human_orthopneumovirus
MZ515665	UU02_0028_V01	NA	2017-12-31	Human	Netherlands	B	Human_orthopneumovirus
MZ515667	OX02_8832_D02	NA	2018-10-30	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515669	IM02_0032_V01	NA	2018-11-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515670	UU02_0028_D10	NA	2018-01-09	Human	Netherlands	B	Human_orthopneumovirus
MZ515671	OX02_8567_V01	NA	2018-10-24	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515672	OX02_8402_V01	NA	2019-01-17	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515674	UU02_0030_V01	NA	2018-01-03	Human	Netherlands	B	Human_orthopneumovirus
MZ515677	OX02_8915_V01	NA	2019-11-18	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515678	OX02_8903_V01	NA	2019-01-02	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515683	UU02_0028_D06	NA	2018-01-05	Human	Netherlands	B	Human_orthopneumovirus
MZ515684	SE02_0017_D04	NA	2019-12-15	Human	Spain	B	Human_orthopneumovirus
MZ515691	OX02_8813_V01	NA	2018-10-24	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515694	OX02_8372_D02	NA	2018-11-29	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515698	IM02_0031_V01	NA	2018-11-19	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515699	UU02_0166_V01	NA	2020-01-09	Human	Netherlands	B	Human_orthopneumovirus
MZ515704	UU02_0049_V01	NA	2018-02-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515707	OX02_8898_V01	NA	2018-11-30	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515710	UU01A_0007_V02	NA	2017-12-08	Human	Netherlands	B	Human_orthopneumovirus
MZ515712	OX02_9549_V01	NA	2019-12-27	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515713	UU02_0014_D02	NA	2017-12-13	Human	Netherlands	B	Human_orthopneumovirus
MZ515715	SE01A_0203_V02	NA	2020-01-20	Human	Spain	B	Human_orthopneumovirus
MZ515716	OX03_0187_V02	NA	2018-11-01	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515719	IM02_0001_V01	NA	2018-10-08	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515724	UU02_0200_V01	NA	2019-11-14	Human	Netherlands	B	Human_orthopneumovirus
MZ515726	OX02_8221_D02	NA	2019-11-10	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515727	OX02_8539_V01	NA	2018-11-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515728	SE01A_0196_V02	NA	2019-12-17	Human	Spain	B	Human_orthopneumovirus
MZ515729	UU02_0006_D05	NA	2017-11-22	Human	Netherlands	B	Human_orthopneumovirus
MZ515730	UU02_0028_D03	NA	2018-01-02	Human	Netherlands	B	Human_orthopneumovirus
MZ515732	OX01A_8300_V02	NA	2019-11-15	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515738	SE01A_0070_V02	NA	2018-12-13	Human	Spain	B	Human_orthopneumovirus
MZ515743	UU01A_0008_V02	NA	2017-12-28	Human	Netherlands	B	Human_orthopneumovirus
MZ515746	UU02_0051_D03	NA	2018-03-29	Human	Netherlands	B	Human_orthopneumovirus
MZ515748	SE01A_0043_V02	NA	2019-01-04	Human	Spain	B	Human_orthopneumovirus
MZ515751	OX02_8865_V01	NA	2018-11-26	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515753	OX02_8221_D06	NA	2019-11-14	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515756	OX02_8012_V01	NA	2018-11-21	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515757	OX02_8758_V01	NA	2018-12-17	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515759	OX02_8313_D02	NA	2018-11-21	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515761	UU01A_0023_V02	NA	2018-11-29	Human	Netherlands	B	Human_orthopneumovirus
MZ515762	OX01A_8880_V02	NA	2018-11-15	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515764	UU03_0385_V02	NA	2019-03-04	Human	Netherlands	B	Human_orthopneumovirus
MZ515767	OX02_8301_D03	NA	2018-11-16	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515769	OX02_8830_V01	NA	2019-11-22	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515770	UU02_0029_V01	NA	2018-01-03	Human	Netherlands	B	Human_orthopneumovirus
MZ515771	SE02_0050_V01	NA	2018-12-30	Human	Spain	B	Human_orthopneumovirus
MZ515775	OX02_8182_D02	NA	2018-11-13	Human	United_Kingdom	B	Human_orthopneumovirus
MZ515776	SE01A_0197_V02	NA	2020-01-23	Human	Spain	B	Human_orthopneumovirus
MZ515778	OX02_8128_D02	NA	2019-02-06	Human	United_Kingdom	B	Human_orthopneumovirus
MZ151849	RSVB/Novosibirsk/76Hp/2019	NA	2019-11-20	Human	Russia	B	Human_orthopneumovirus
MZ151850	RSVB/Novosibirsk/103Hp/2019	NA	2019-11-27	Human	Russia	B	Human_orthopneumovirus
MZ151851	RSVB/Novosibirsk/73Hp/2019	NA	2019-11-19	Human	Russia	B	Human_orthopneumovirus
MZ151856	RSVB/Novosibirsk/8.59Hl/2020	NA	2020-01-30	Human	Russia	B	Human_orthopneumovirus
OK649685	HRSV/B/Brazil/37784/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649686	HRSV/B/Brazil/37940/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649687	HRSV/B/Brazil/37942/2008-XX-XX	NA	2008-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649688	HRSV/B/Brazil/38160/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649689	HRSV/B/Brazil/38174/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649690	HRSV/B/Brazil/38184/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649691	HRSV/B/Brazil/38185/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649692	HRSV/B/Brazil/38191/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649693	HRSV/B/Brazil/38209/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649694	HRSV/B/Brazil/38211/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649695	HRSV/B/Brazil/38213/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649696	HRSV/B/Brazil/38218/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649697	HRSV/B/Brazil/38219/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649698	HRSV/B/Brazil/38220/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649699	HRSV/B/Brazil/38221/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649700	HRSV/B/Brazil/38222/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649701	HRSV/B/Brazil/38226/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649702	HRSV/B/Brazil/38227/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649703	HRSV/B/Brazil/38239/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649704	HRSV/B/Brazil/38245/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649705	HRSV/B/Brazil/38247/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649706	HRSV/B/Brazil/38252/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649707	HRSV/B/Brazil/38261/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649708	HRSV/B/Brazil/38281/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649709	HRSV/B/Brazil/38288/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649710	HRSV/B/Brazil/38299/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649711	HRSV/B/Brazil/38322/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649712	HRSV/B/Brazil/38385/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649713	HRSV/B/Brazil/38386/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649714	HRSV/B/Brazil/38440/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649715	HRSV/B/Brazil/38442/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649716	HRSV/B/Brazil/38445/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649717	HRSV/B/Brazil/38449/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649718	HRSV/B/Brazil/38452/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649719	HRSV/B/Brazil/38468/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649720	HRSV/B/Brazil/38480/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649721	HRSV/B/Brazil/38485/2009-XX-XX	NA	2009-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649722	HRSV/B/Brazil/38520/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649723	HRSV/B/Brazil/38539/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649724	HRSV/B/Brazil/38578/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649725	HRSV/B/Brazil/38591/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649726	HRSV/B/Brazil/38600/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649727	HRSV/B/Brazil/38604/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649728	HRSV/B/Brazil/38616/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649729	HRSV/B/Brazil/38620/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649730	HRSV/B/Brazil/38637/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649731	HRSV/B/Brazil/38638/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649732	HRSV/B/Brazil/38640/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649733	HRSV/B/Brazil/38648/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649734	HRSV/B/Brazil/38660/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649735	HRSV/B/Brazil/38663/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649736	HRSV/B/Brazil/38682/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649737	HRSV/B/Brazil/38686/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649738	HRSV/B/Brazil/38727/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649739	HRSV/B/Brazil/38880/2010-XX-XX	NA	2010-XX-XX	Human	Brazil	B	Human_orthopneumovirus
OK649740	HRSV/B/Canada/CAN2690/1995-XX-XX	NA	1995-XX-XX	Human	Canada	B	Human_orthopneumovirus
OK649741	HRSV/B/Kenya/58081/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	B	Human_orthopneumovirus
OK649742	HRSV/B/Kenya/58192/2007-XX-XX	NA	2007-XX-XX	Human	Kenya	B	Human_orthopneumovirus
OK649743	HRSV/B/Kenya/58200/2008-XX-XX	NA	2008-XX-XX	Human	Kenya	B	Human_orthopneumovirus
OK649744	HRSV/B/Kenya/58229/2008	NA	2009-XX-XX	Human	Kenya	B	Human_orthopneumovirus
OK649745	HRSV/B/NewYork.USA/CH43II/1990-XX-XX	NA	1990-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649746	HRSV/B/NewYork.USA/CH59III/1995-XX-XX	NA	1995-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649747	HRSV/B/NewYork.USA/CH93_9B/1992-XX-XX	NA	1992-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649748	HRSV/B/NewYork.USA/CH93_18B/1992-XX-XX	NA	1992-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649749	HRSV/B/Texas.USA/57097/1991-XX-XX	NA	1991-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649750	HRSV/B/Texas.USA/65449/1994-XX-XX	NA	1994-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649751	HRSV/B/Texas.USA/65848/1994-XX-XX	NA	1994-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649752	HRSV/B/Texas.USA/65859/1994-XX-XX	NA	1994-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649753	HRSV/B/Texas.USA/79325/2005-XX-XX	NA	2005-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649754	HRSV/B/Texas.USA/79362/2005-XX-XX	NA	2005-XX-XX	Human	USA	B	Human_orthopneumovirus
OK649755	HRSV/B/Texas.USA/121301314/2014-XX-XX	NA	2014-XX-XX	Human	USA	B	Human_orthopneumovirus
