strain	strain_name	date	country	host	genotype	subgenotype
KP406235	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406236	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406237	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406238	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406239	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406240	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406241	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406242	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406243	None	2009-XX-XX	Taiwan	Homo sapiens	B	None
KP406244	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406245	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406246	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406247	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406248	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406249	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406250	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406251	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406252	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406253	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406254	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406255	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406256	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406257	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406258	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406259	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406260	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406261	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406262	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406263	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406264	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406265	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406266	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406267	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406268	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406269	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406270	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406271	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406272	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406273	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406274	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406275	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406276	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406277	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406278	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406279	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406280	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406281	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406282	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406283	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406284	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406285	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406286	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406287	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406288	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406289	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406290	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406291	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406292	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406293	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406294	None	2004-XX-XX	Taiwan	Homo sapiens	B	None
KP406295	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406296	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406297	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406298	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406299	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406300	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406301	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406302	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406303	None	2006-XX-XX	Taiwan	Homo sapiens	B	None
KP406304	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406305	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406306	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406307	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406308	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406309	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406310	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406311	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406312	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406313	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406314	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406315	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406316	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406317	None	2008-XX-XX	Taiwan	Homo sapiens	B	None
KP406318	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406319	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406320	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406321	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406322	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406323	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406324	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406325	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406326	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406327	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406328	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406329	None	2005-XX-XX	Taiwan	Homo sapiens	B	None
KP406330	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406331	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406332	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406333	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406334	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP406335	None	2010-XX-XX	Taiwan	Homo sapiens	B	None
KP036970	None	2013-08-01	China	Homo sapiens	B	None
KM359440	None	2003-XX-XX	Argentina	None	B	B2
AB931168	None	2008-03-03	Japan:Fukushima	Homo sapiens	B	None
AB931169	None	2008-03-05	Japan:Fukushima	Homo sapiens	B	None
KM213032	None	2012-08-02	China	Homo sapiens	B	None
KM213034	None	2012-08-02	China	Homo sapiens	B	None
KM213035	None	2012-08-02	China	Homo sapiens	B	None
KM213036	None	2012-08-02	China	Homo sapiens	B	None
KJ803752	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803755	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803756	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803758	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803763	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803764	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803768	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803773	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803775	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803778	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803781	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803782	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803783	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803784	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803786	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803787	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803789	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803791	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803795	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803796	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803797	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803801	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803802	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803805	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803806	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803807	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803808	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803816	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803817	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803819	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803820	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803821	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803824	None	2013-XX-XX	Malaysia	Homo sapiens	B	None
KJ803825	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KJ803827	None	2012-XX-XX	Malaysia	Homo sapiens	B	None
KC774378	None	2012-04-01	China	Homo sapiens	B	None
KC774379	None	2012-04-01	China	Homo sapiens	B	None
KC774380	None	2012-04-01	China	Homo sapiens	B	None
KC774381	None	2012-04-01	China	Homo sapiens	B	None
KC774382	None	2012-04-01	China	Homo sapiens	B	None
KC774383	None	2012-04-01	China	Homo sapiens	B	None
KC774384	None	2012-04-01	China	Homo sapiens	B	None
KC774385	None	2012-04-01	China	Homo sapiens	B	None
KC774386	None	2012-04-01	China	Homo sapiens	B	None
KC774387	None	2012-04-01	China	Homo sapiens	B	None
KC774388	None	2012-04-01	China	Homo sapiens	B	None
KC774389	None	2012-04-01	China	Homo sapiens	B	None
KC774390	None	2012-04-01	China	Homo sapiens	B	None
KC774391	None	2012-04-01	China	Homo sapiens	B	None
KC774392	None	2012-04-01	China	Homo sapiens	B	None
KJ843165	None	2012-03-08	Argentina	Homo sapiens	B	None
AB976562	None	2015-08-13	Indonesia: Central Kalimantan	Homo sapiens	B	None
KC774362	None	2012-04-01	China	Homo sapiens	B	None
KC774363	None	2012-04-01	China	Homo sapiens	B	None
KC774364	None	2012-04-01	China	Homo sapiens	B	None
KC774365	None	2012-04-01	China	Homo sapiens	B	None
KC774366	None	2012-04-01	China	Homo sapiens	B	None
KC774367	None	2012-04-01	China	Homo sapiens	B	None
KC774368	None	2012-04-01	China	Homo sapiens	B	None
KC774369	None	2012-04-01	China	Homo sapiens	B	None
KC774370	None	2012-04-01	China	Homo sapiens	B	None
KC774371	None	2012-04-01	China	Homo sapiens	B	None
KC774372	None	2012-04-01	China	Homo sapiens	B	None
KC774373	None	2012-04-01	China	Homo sapiens	B	None
KC774374	None	2012-04-01	China	Homo sapiens	B	None
KC774375	None	2012-04-01	China	Homo sapiens	B	None
KC774376	None	2012-04-01	China	Homo sapiens	B	None
KC774377	None	2012-04-01	China	Homo sapiens	B	None
KC774393	None	2012-04-01	China	Homo sapiens	B	None
KC774394	None	2012-04-01	China	Homo sapiens	B	None
KC774395	None	2012-04-01	China	Homo sapiens	B	None
KC774396	None	2012-04-01	China	Homo sapiens	B	None
KC774397	None	2012-04-01	China	Homo sapiens	B	None
KC774398	None	2012-04-01	China	Homo sapiens	B	None
KC774399	None	2012-04-01	China	Homo sapiens	B	None
KC774400	None	2012-04-01	China	Homo sapiens	B	None
KC774401	None	2012-04-01	China	Homo sapiens	B	None
KC774402	None	2012-04-01	China	Homo sapiens	B	None
KC774403	None	2012-04-01	China	Homo sapiens	B	None
KC774404	None	2012-04-01	China	Homo sapiens	B	None
KC774405	None	2012-04-01	China	Homo sapiens	B	None
KC774406	None	2012-04-01	China	Homo sapiens	B	None
KC774407	None	2012-04-01	China	Homo sapiens	B	None
KC774408	None	2012-04-01	China	Homo sapiens	B	None
KC774409	None	2012-04-01	China	Homo sapiens	B	None
KC774410	None	2012-04-01	China	Homo sapiens	B	None
KC774411	None	2012-04-01	China	Homo sapiens	B	None
KC774412	None	2012-04-01	China	Homo sapiens	B	None
KC774413	None	2012-04-01	China	Homo sapiens	B	None
KC774414	None	2012-04-01	China	Homo sapiens	B	None
KC774415	None	2012-04-01	China	Homo sapiens	B	None
KC774416	None	2012-04-01	China	Homo sapiens	B	None
KC774417	None	2012-04-01	China	Homo sapiens	B	None
KC774418	None	2012-04-01	China	Homo sapiens	B	None
KC774419	None	2012-04-01	China	Homo sapiens	B	None
KJ410490	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410497	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410500	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410502	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410507	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410516	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
KJ410517	None	2012-01-24	Hong Kong	Homo sapiens	B	B2
AB828708	None	2012-04-03	Japan	Homo sapiens	B	B1
AB900095	048	2014-01-09	Japan: Saitama	None	B	B1
AB900096	050	2014-01-09	Japan: Saitama	None	B	B1
AB900097	047	2014-01-09	Japan: Saitama	None	B	B1
AB900098	009	2014-01-09	Japan: Saitama	None	B	B1
AB900100	018	2014-01-09	Japan: Saitama	None	B	B1
AB900101	017	2014-01-09	Japan: Saitama	None	B	B1
AB900102	022	2014-01-09	Japan: Saitama	None	B	B1
AB900103	020	2014-01-09	Japan: Saitama	None	B	B1
AB900104	024	2014-01-09	Japan: Saitama	None	B	B1
AB900105	021	2014-01-09	Japan: Saitama	None	B	B1
AB900106	045	2014-01-09	Japan: Saitama	None	B	B1
AB900107	012	2014-01-09	Japan: Saitama	None	B	B1
AB900108	023	2014-01-09	Japan: Saitama	None	B	B1
AB900110	016	2014-01-09	Japan: Saitama	None	B	B2
AB900111	002	2014-01-09	Japan: Saitama	None	B	B1
AB900112	038	2014-01-09	Japan: Saitama	None	B	B1
AB900114	034	2014-01-09	Japan: Saitama	None	B	B1
KC510641	HBV-P1	2012-08-XX	China	Homo sapiens	B	B2
KC510642	HBV-P2	2012-08-XX	China	Homo sapiens	B	B2
KC510643	HBV-P5	2012-08-XX	China	Homo sapiens	B	B2
KC510644	HBV-P11	2012-08-XX	China	Homo sapiens	B	B2
KC510645	HBV-P13	2012-08-XX	China	Homo sapiens	B	B2
KC510646	HBV-P15	2012-08-XX	China	Homo sapiens	B	B2
KC510647	HBV-P16	2012-08-XX	China	Homo sapiens	B	B2
KC510648	HBV-P19	2012-08-XX	China	Homo sapiens	B	B2
KC510649	HBV-P25	2012-08-XX	China	Homo sapiens	B	B2
KC510650	HBV-P26	2012-08-XX	China	Homo sapiens	B	B2
KC510651	HBV-P29	2012-08-XX	China	Homo sapiens	B	B2
KC510652	HBV-P32	2012-08-XX	China	Homo sapiens	B	B2
KC510653	HBV-P37	2011-08-XX	China	Homo sapiens	B	B2
KC510654	HBV-P38	2011-08-XX	China	Homo sapiens	B	B2
KC510655	HBV-P45	2011-08-XX	China	Homo sapiens	B	B2
KC510656	HBV-P47	2011-08-XX	China	Homo sapiens	B	B2
KC510657	HBV-P54	2011-08-XX	China	Homo sapiens	B	B2
KC510658	HBV-P55	2011-08-XX	China	Homo sapiens	B	B2
KC510659	HBV-P56	2011-08-XX	China	Homo sapiens	B	B2
KC510660	HBV-P60	2011-08-XX	China	Homo sapiens	B	B2
KC492739	None	2005-08-24	China: Hubei General Hospital-588099	Homo sapiens	B	None
KC492740	None	2005-08-24	China: Hubei General Hospital-588099	Homo sapiens	B	None
KC315400	None	2007-XX-XX	Thailand	Homo sapiens; female	B	None
JX869998	None	2003-XX-XX	Panama	Homo sapiens	B	B2
JX869999	None	2003-XX-XX	Panama	Homo sapiens	B	B2
JX507210	None	2003-XX-XX	Panama	Homo sapiens	B	B2
JX507213	None	2003-XX-XX	Panama	Homo sapiens	B	B2
JX507215	None	2003-XX-XX	Panama	Homo sapiens	B	B2
JQ801471	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801474	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801477	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801479	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801485	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801494	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801506	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801507	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801512	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801514	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801516	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ801524	None	2009-XX-XX	Thailand	Homo sapiens	B	B2
JQ688405	None	2006-05-26	China	Homo sapiens	B	B2
JX978431	None	2010-09-XX	China	Homo sapiens	B	None
JQ040126	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040128	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040134	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040137	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040138	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040147	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040157	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040169	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040170	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040171	None	2005-XX-XX	China	Homo sapiens	B	None
JQ040173	None	2005-XX-XX	China	Homo sapiens	B	None
AB713527	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
AB713528	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
AB713529	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
AB713530	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
AB713531	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
AB713532	None	2010-02-XX	Indonesia: Yogyakarta	Homo sapiens hemodialysis patient	B	None
JN827419	None	2011-06-13	Thailand	Homo sapiens	B	B2
JQ429079	None	2012-08-20	Indonesia	Homo sapiens	B	None
JQ429080	None	2012-08-20	Indonesia	Homo sapiens	B	None
JQ429081	None	2012-08-20	Indonesia	Homo sapiens	B	None
JQ429082	None	2012-08-20	Indonesia	Homo sapiens	B	None
JQ707734	None	2005-01-31	USA	Homo sapiens	B	None
JQ707735	None	2005-01-31	USA	Homo sapiens	B	None
JQ707736	None	2005-01-31	USA	Homo sapiens	B	None
JQ707737	None	2005-01-31	USA	Homo sapiens	B	None
JQ707738	None	2005-01-31	USA	Homo sapiens	B	None
JQ707739	None	2005-01-31	USA	Homo sapiens	B	None
JQ707740	None	2005-01-31	USA	Homo sapiens	B	None
JQ707741	None	2005-01-31	USA	Homo sapiens	B	None
JQ707742	None	2005-01-31	USA	Homo sapiens	B	None
JQ707743	None	2005-01-31	USA	Homo sapiens	B	None
JQ707744	None	2005-01-31	USA	Homo sapiens	B	None
JQ707745	None	2005-01-31	USA	Homo sapiens	B	None
JQ707746	None	2005-01-31	USA	Homo sapiens	B	None
JQ707747	None	2005-01-31	USA	Homo sapiens	B	None
JQ707748	None	2005-01-31	USA	Homo sapiens	B	None
JQ707749	None	2005-01-31	USA	Homo sapiens	B	None
JQ707750	None	2005-01-31	USA	Homo sapiens	B	None
JQ707751	None	2005-01-31	USA	Homo sapiens	B	None
JQ707752	None	2005-01-31	USA	Homo sapiens	B	None
JQ707753	None	2005-01-31	USA	Homo sapiens	B	None
JQ707754	None	2005-01-31	USA	Homo sapiens	B	None
JQ707755	None	2005-01-31	USA	Homo sapiens	B	None
JQ707756	None	2005-01-31	USA	Homo sapiens	B	None
JQ707757	None	2005-01-31	USA	Homo sapiens	B	None
JQ707758	None	2005-01-31	USA	Homo sapiens	B	None
JQ707759	None	2005-01-31	USA	Homo sapiens	B	None
JQ707760	None	2005-01-31	USA	Homo sapiens	B	None
JQ707761	None	2005-01-31	USA	Homo sapiens	B	None
JQ707762	None	2005-01-31	USA	Homo sapiens	B	None
JQ707763	None	2005-01-31	USA	Homo sapiens	B	None
JQ707764	None	2005-01-31	USA	Homo sapiens	B	None
JQ707765	None	2005-01-31	USA	Homo sapiens	B	None
JQ707766	None	2005-01-31	USA	Homo sapiens	B	None
JQ707767	None	2005-01-31	USA	Homo sapiens	B	None
JN792893	None	2004-XX-XX	Canada	Homo sapiens	B	None
JN792894	None	2009-XX-XX	Canada	Homo sapiens	B	None
JN792895	None	2004-XX-XX	Canada	Homo sapiens	B	None
JN792896	None	2009-XX-XX	Canada	Homo sapiens	B	None
JN792897	None	2009-XX-XX	Canada	Homo sapiens	B	None
JN792898	None	2004-XX-XX	Canada	Homo sapiens	B	None
JN792899	None	2004-XX-XX	Canada	Homo sapiens	B	None
JN792900	None	2009-XX-XX	Canada	Homo sapiens	B	None
JN792901	None	2009-XX-XX	Canada	Homo sapiens	B	None
JN792902	None	2004-XX-XX	Canada	Homo sapiens	B	None
JQ027312	HB531	2009-01-05	Malaysia	Homo sapiens	B	None
JQ027313	HB669	2009-07-27	Malaysia	Homo sapiens	B	None
JQ027315	HB299	2008-02-12	Malaysia	Homo sapiens	B	None
JQ027325	HB548	2009-02-20	Malaysia	Homo sapiens	B	None
JQ027328	HB725	2009-08-26	Malaysia	Homo sapiens	B	None
AB642091	None	1996-12-20	Japan: Miyagi	None	B	B1
AB642092	None	1997-10-18	Japan: Miyagi	None	B	B1
AB642093	None	1999-03-11	Japan: Miyagi	None	B	B1
AB642094	None	1999-08-30	Japan: Miyagi	None	B	B2
AB642098	None	2003-08-06	Japan: Miyagi	None	B	B1
AB642101	None	2009-04-27	Japan: Miyagi	None	B	B1
JN406371	None	2010-03-10	China	Homo sapiens	B	None
AB675676	None	2010-05-14	China: Sichuan	Homo sapiens	B	None
JF899335	None	2010-04-25	China	Homo sapiens	B	None
AB602818	None	2005-10-04	Japan: Miyagi	Homo sapiens	B	B1
JF436921	None	2005-04-XX	China	Homo sapiens	B	None
JF412801	None	2010-12-16	China	Homo sapiens	B	None
HQ684848	None	2010-09-12	China	Homo sapiens; male	B	None
AB554017	None	2010-12-28	Indonesia:Papua	Homo sapiens	B	None
GQ358136	None	2007-07-XX	Indonesia	Homo sapiens	B	None
GQ358137	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358138	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358139	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358140	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358141	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358142	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358143	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358144	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358145	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358146	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358147	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358148	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358149	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358150	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358151	None	2005-08-XX	Indonesia	Homo sapiens	B	None
GQ358152	None	2005-08-XX	Indonesia	Homo sapiens	B	None
FJ899779	None	2007-03-30	China	Homo sapiens	B	None
FJ899784	None	2007-06-14	China	Homo sapiens	B	None
FJ899785	None	2007-06-14	China	Homo sapiens	B	None
FJ899786	None	2007-06-14	China	Homo sapiens	B	None
FJ899787	None	2007-06-14	China	Homo sapiens	B	None
FJ899790	None	2007-07-16	China	Homo sapiens	B	None
FJ899791	None	2007-07-16	China	Homo sapiens	B	None
HM153811	None	2010-04-XX	China	Homo sapiens	B	None
AB540582	B0901189(NT15)	2010-05-07	Indonesia:East Nusa Tenggara	Homo sapiens	B	None
HM011466	HB137	2007-12-04	Malaysia	Homo sapiens	B	None
HM011470	HB217	2008-01-08	Malaysia	Homo sapiens	B	None
HM011471	HB246	2008-01-15	Malaysia	Homo sapiens	B	None
HM011473	HB257	2008-01-18	Malaysia	Homo sapiens	B	None
HM011475	HB363	2008-04-22	Malaysia	Homo sapiens	B	None
HM011476	HB370	2008-04-29	Malaysia	Homo sapiens	B	None
HM011477	HB415	2008-06-17	Malaysia	Homo sapiens	B	None
HM011478	HB424	2008-07-04	Malaysia	Homo sapiens	B	None
HM011483	HB547	2009-02-13	Malaysia	Homo sapiens	B	None
HM011487	HB178	2007-12-24	Malaysia	Homo sapiens	B	None
HM011492	HB294	2008-02-05	Malaysia	Homo sapiens	B	None
HM011494	HB400	2008-06-05	Malaysia	Homo sapiens	B	None
HM011496	HB405	2008-06-10	Malaysia	Homo sapiens	B	None
HM011498	HB420	2008-07-01	Malaysia	Homo sapiens	B	None
HM011503	HB581	2009-06-08	Malaysia	Homo sapiens	B	None
HM011504	HB586	2009-06-19	Malaysia	Homo sapiens	B	None
AB555498	None	2014-08-29	Taiwan	None	B	B2
AB555499	None	2014-08-29	Taiwan	None	B	B2
GU434372	None	2006-08-XX	China	Homo sapiens	B	B2
GU434373	None	2006-08-XX	China	Homo sapiens	B	B2
GU357842	None	2006-XX-XX	China	Homo sapiens	B	BA
GQ924603	None	2006-12-22	Malaysia	Homo sapiens	B	None
GQ924605	None	2006-12-17	Malaysia	Homo sapiens	B	None
GQ924606	None	2006-12-25	Malaysia	Homo sapiens	B	None
GQ924607	None	2006-12-24	Malaysia	Homo sapiens	B	None
GQ924608	None	2006-12-16	Malaysia	Homo sapiens	B	None
GQ924610	None	2006-XX-XX	Malaysia	Homo sapiens	B	None
GQ924611	None	2006-XX-XX	Malaysia	Homo sapiens	B	None
GQ924617	None	2006-XX-XX	Malaysia	Homo sapiens	B	None
GQ924621	None	2006-09-18	Malaysia	Homo sapiens	B	None
GQ924624	None	2006-09-19	Malaysia	Homo sapiens	B	None
GQ924625	None	2006-09-19	Malaysia	Homo sapiens	B	None
GQ924626	None	2006-09-21	Malaysia	Homo sapiens	B	None
GQ924627	None	2006-09-22	Malaysia	Homo sapiens	B	None
GQ924628	None	2006-09-22	Malaysia	Homo sapiens	B	None
GQ924630	None	2006-09-24	Malaysia	Homo sapiens	B	None
GQ924631	None	2006-09-28	Malaysia	Homo sapiens	B	None
GQ924632	None	2006-XX-XX	Malaysia	Homo sapiens	B	None
GQ924634	None	2006-XX-XX	Malaysia	Homo sapiens	B	None
GQ924635	None	2007-01-16	Malaysia	Homo sapiens	B	None
GQ924637	None	2007-01-16	Malaysia	Homo sapiens	B	None
GQ924638	None	2007-01-16	Malaysia	Homo sapiens	B	None
GQ924639	None	2007-01-16	Malaysia	Homo sapiens	B	None
GQ924640	None	2007-01-17	Malaysia	Homo sapiens	B	None
GQ924641	None	2007-01-18	Malaysia	Homo sapiens	B	None
