Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KC294210	Dengue (denv2)	DENV_2/PE/FPI1617/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294215	Dengue (denv2)	DENV_2/PE/FPY00016/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294211	Dengue (denv2)	DENV_2/PE/FPI01695/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294208	Dengue (denv2)	DENV_2/PE/FPI01345/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294213	Dengue (denv2)	DENV_2/PE/FPI01851/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294218	Dengue (denv2)	DENV_2/PE/IDA_1081/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294221	Dengue (denv2)	DENV_2/PE/IQA_2080/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294214	Dengue (denv2)	DENV_2/PE/FPI01915/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294206	Dengue (denv2)	DENV_2/PE/FPI1049/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294204	Dengue (denv2)	DENV_2/PE/FPI00174/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294223	Dengue (denv2)	DENV_2/PE/NFI1159/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294209	Dengue (denv2)	DENV_2/PE/FPI01399/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294202	Dengue (denv2)	DENV_2/PE/FPI00073/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294217	Dengue (denv2)	DENV_2/PE/FSL_4862/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294220	Dengue (denv2)	DENV_2/PE/IQA_2042/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294219	Dengue (denv2)	DENV_2/PE/IQA_1995/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294203	Dengue (denv2)	DENV_2/PE/FPI00154/2010	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
KC294212	Dengue (denv2)	DENV_2/PE/FPI01777/2011	Williams et al	Lineage II of Southeast Asian/American DENV-2 is Associated with a Severe Dengue Outbreak in the Peruvian Amazon	Am. J. Trop. Med. Hyg. 91 (3), 611-620 (2014)	Genbank
EU482546	Dengue (denv2)	DENV_2/US/BID_V1033/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677142	Dengue (denv2)	DENV_2/US/BID_V1425/1999	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482560	Dengue (denv2)	DENV_2/US/BID_V1052/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU920828	Dengue (denv2)	FGU_Feb_93	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
GQ868553	Dengue (denv2)	DENV_2/CO/BID_V3369/1999	?			Genbank
EU726775	Dengue (denv2)	DENV_2/VE/BID_V1457/1996	Henn et al	Direct Submission	Submitted (15-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898466	Dengue (denv2)	DENV_2/VE/BID_V2942/2000	?			Genbank
JN819408	Dengue (denv2)	DENV_2/VE/BID_V2161/2001	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189305	Dengue (denv2)	DENV_2/CO/BID_V7294/2000	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ024477	Dengue (denv2)	DENV_2/CO/BID_V1603/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639783	Dengue (denv2)	DENV_2/VE/BID_V2216/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639788	Dengue (denv2)	DENV_2/VE/BID_V2221/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639822	Dengue (denv2)	DENV_2/VE/BID_V2262/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482607	Dengue (denv2)	DENV_2/VE/BID_V1107/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955346	Dengue (denv2)	DENV_2/VE/BID_V2473/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KY474332	Dengue (denv2)	TD_00077_P	?			Genbank
KY474311	Dengue (denv2)	TD_00079_P	?			Genbank
KY474310	Dengue (denv2)	TD_00080_P	?			Genbank
KY474321	Dengue (denv2)	TD_00057_P_2WK	?			Genbank
KY474316	Dengue (denv2)	00155_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
KY474320	Dengue (denv2)	TD_00093_P	?			Genbank
KY474317	Dengue (denv2)	TD_00021_S	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
KY474312	Dengue (denv2)	TD_00082_P	?			Genbank
KY474327	Dengue (denv2)	00142_P	?			Genbank
KY474333	Dengue (denv2)	TD_00074_P	?			Genbank
KY474315	Dengue (denv2)	00147_P	?			Genbank
KY474331	Dengue (denv2)	00166_P	?			Genbank
KY474314	Dengue (denv2)	RL_00028_S	?			Genbank
KY474319	Dengue (denv2)	TD_00094_P	?			Genbank
KY474313	Dengue (denv2)	00127_P	?			Genbank
KY474318	Dengue (denv2)	00145_P	?			Genbank
KY474322	Dengue (denv2)	TD_00016_S	?			Genbank
KY474328	Dengue (denv2)	00173_P	?			Genbank
KY474326	Dengue (denv2)	TD_00078_P	?			Genbank
KY474308	Dengue (denv2)	TD_00048_S	?			Genbank
KY474329	Dengue (denv2)	00149_P	?			Genbank
KY474323	Dengue (denv2)	TD_00036_S	?			Genbank
KY474334	Dengue (denv2)	00121_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
KY474325	Dengue (denv2)	00137_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
KY474324	Dengue (denv2)	00143_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
KY474309	Dengue (denv2)	RL_00065_P	?			Genbank
KY474330	Dengue (denv2)	00104_P	?			Genbank
GU131947	Dengue (denv2)	DENV_2/CO/BID_V3374/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868558	Dengue (denv2)	DENV_2/CO/BID_V3375/2007	?			Genbank
FJ639734	Dengue (denv2)	DENV_2/VE/BID_V2160/2003	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868555	Dengue (denv2)	DENV_2/CO/BID_V3371/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868557	Dengue (denv2)	DENV_2/CO/BID_V3373/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868556	Dengue (denv2)	DENV_2/CO/BID_V3372/2005	?			Genbank
HQ332189	Dengue (denv2)	VE_61154_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ639732	Dengue (denv2)	DENV_2/VE/BID_V2158/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868554	Dengue (denv2)	DENV_2/CO/BID_V3370/2004	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819407	Dengue (denv2)	DENV_2/VE/BID_V2613/2007	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850108	Dengue (denv2)	DENV_2/VE/BID_V2478/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332188	Dengue (denv2)	VE_61136_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
HQ332186	Dengue (denv2)	VE_61115_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ024473	Dengue (denv2)	DENV_2/CO/BID_V1594/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024475	Dengue (denv2)	DENV_2/CO/BID_V1596/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955342	Dengue (denv2)	DENV_2/CO/BID_V1602/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU854294	Dengue (denv2)	DENV_2/CO/BID_V1601/2005	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ182012	Dengue (denv2)	DENV_2/CO/BID_V1597/2005	Henn et al	Direct Submission	Submitted (02-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024474	Dengue (denv2)	DENV_2/CO/BID_V1595/2005	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH069497	Dengue (denv2)	DENV_2/VE/IDAMS/921095	Lizarazo et al	Complete coding sequences of five dengue virus type 2 clinical isolates from Venezuela obtained through shotgun metagenomics	Unpublished	Genbank
MH069499	Dengue (denv2)	DENV_2/VE/IDAMS/910105	Lizarazo et al	Complete coding sequences of five dengue virus type 2 clinical isolates from Venezuela obtained through shotgun metagenomics	Unpublished	Genbank
FJ639809	Dengue (denv2)	DENV_2/VE/BID_V2246/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850112	Dengue (denv2)	DENV_2/VE/BID_V2424/2004	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639733	Dengue (denv2)	DENV_2/VE/BID_V2159/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898467	Dengue (denv2)	DENV_2/VE/BID_V2944/2005	?			Genbank
HQ332184	Dengue (denv2)	VE_61069_2006	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ850106	Dengue (denv2)	DENV_2/VE/BID_V2476/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955386	Dengue (denv2)	DENV_2/VE/BID_V2472/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868641	Dengue (denv2)	DENV_2/VE/BID_V1144/2007	?			Genbank
FJ850105	Dengue (denv2)	DENV_2/VE/BID_V2470/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955385	Dengue (denv2)	DENV_2/VE/BID_V2471/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HQ332185	Dengue (denv2)	VE_61082_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
MH069496	Dengue (denv2)	DENV_2/VE/IDAMS/921096	Lizarazo et al	Complete coding sequences of five dengue virus type 2 clinical isolates from Venezuela obtained through shotgun metagenomics	Unpublished	Genbank
MH069498	Dengue (denv2)	DENV_2/VE/IDAMS/910121	Lizarazo et al	Complete coding sequences of five dengue virus type 2 clinical isolates from Venezuela obtained through shotgun metagenomics	Unpublished	Genbank
MH069495	Dengue (denv2)	DENV_2/VE/IDAMS/921099	Lizarazo et al	Complete coding sequences of five dengue virus type 2 clinical isolates from Venezuela obtained through shotgun metagenomics	Unpublished	Genbank
FJ850107	Dengue (denv2)	DENV_2/VE/BID_V2477/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH215277	Dengue (denv2)	VEN_HUPAZ_1/2016	Blohm et al	Complete genome sequence of dengue virus serotype 2, Asian/American genotype, isolated from the urine of a Venezuelan child with hemorrhagic fever in 2016	Genome Announc 6, e00529-18 (2018)	Genbank
KF955348	Dengue (denv2)	DENV_2/VE/BID_V2475/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HQ332187	Dengue (denv2)	VE_61133_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
HQ332190	Dengue (denv2)	VE_61095_2007	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
EU482604	Dengue (denv2)	DENV_2/VE/BID_V1095/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482606	Dengue (denv2)	DENV_2/VE/BID_V1105/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482608	Dengue (denv2)	DENV_2/VE/BID_V1111/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482605	Dengue (denv2)	DENV_2/VE/BID_V1104/2007	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898438	Dengue (denv2)	DENV_2/MX/BID_V2953/2002	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KU509267	Dengue (denv2)	DENV2_30	?			Genbank
KF955396	Dengue (denv2)	DENV_2/MX/BID_V3762/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898439	Dengue (denv2)	DENV_2/MX/BID_V2964/2008	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131955	Dengue (denv2)	DENV_2/MX/BID_V3768/2004	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131974	Dengue (denv2)	DENV_2/MX/BID_V3715/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868497	Dengue (denv2)	DENV_2/MX/BID_V3654/2006	?			Genbank
GU131959	Dengue (denv2)	DENV_2/MX/BID_V3661/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850060	Dengue (denv2)	DENV_2/NI/BID_V2344/2000	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ873808	Dengue (denv2)	DENV_2/NI/BID_V2666/2000	Henn et al	Direct Submission	Submitted (30-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898461	Dengue (denv2)	DENV_2/BZ/BID_V2952/2002	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955357	Dengue (denv2)	DENV_2/MX/BID_V3771/2003	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU369819	Dengue (denv2)	CAM7786	Vaughan et al	Genetic Diversity of Dengue-2 in Mexico	Unpublished	Genbank
GQ199893	Dengue (denv2)	DENV_2/MX/BID_V2954/2002	?			Genbank
KJ189308	Dengue (denv2)	DENV_2/MX/BID_V7535/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199894	Dengue (denv2)	DENV_2/MX/BID_V2959/2005	?			Genbank
KF955356	Dengue (denv2)	DENV_2/MX/BID_V3766/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189309	Dengue (denv2)	DENV_2/MX/BID_V7537/2010	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JN819422	Dengue (denv2)	DENV_2/MX/BID_V3763/2008	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH781013	Dengue (denv2)	G2AE	Zarate et al	Complete genome of DENV2 isolated from mosquitoes in Mexico	Infect. Genet. Evol. (2019) In press	Genbank
MH781015	Dengue (denv2)	G3AE	Zarate et al	Complete genome of DENV2 isolated from mosquitoes in Mexico	Infect. Genet. Evol. (2019) In press	Genbank
MH781014	Dengue (denv2)	G1AE	Zarate et al	Complete genome of DENV2 isolated from mosquitoes in Mexico	Infect. Genet. Evol. (2019) In press	Genbank
KF955380	Dengue (denv2)	DENV_2/NI/BID_V2335/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955353	Dengue (denv2)	DENV_2/NI/BID_V3079/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898478	Dengue (denv2)	DENV_2/NI/BID_V2924/2000	?			Genbank
KF955384	Dengue (denv2)	DENV_2/NI/BID_V2340/2001	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HQ999999	Dengue (denv2)	DENV_2/GU/FDA_GUA09/2009	Anez et al	Circulation of different lineages of dengue virus type 2 in central America, their evolutionary time-scale and selection pressure analysis	PLoS ONE 6 (11), E27459 (2011)	Genbank
KJ189370	Dengue (denv2)	DENV_2/MX/BID_V8199/2011	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482748	Dengue (denv2)	DENV_2/NI/BID_V513/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM631866	Dengue (denv2)	DENV_2/NI/BID_V4157/2006	Henn et al	Direct Submission	Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482757	Dengue (denv2)	DENV_2/NI/BID_V535/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482634	Dengue (denv2)	DENV_2/NI/BID_V633/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ478455	Dengue (denv2)	DENV_2/NI/BID_V532/2005	Henn et al	Direct Submission	Submitted (18-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639835	Dengue (denv2)	DENV_2/NI/BID_V2355/2007	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482766	Dengue (denv2)	DENV_2/NI/BID_V693/2005	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541800	Dengue (denv2)	DENV_2/NI/BID_V4638/2005	Henn et al	Direct Submission	Submitted (04-NOV-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205885	Dengue (denv2)	DENV_2/NI/BID_V1721/2008	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541792	Dengue (denv2)	DENV_2/NI/BID_V3223/2008	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
FJ744709	Dengue (denv2)	DENV_2/NI/BID_V2351/2008	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482683	Dengue (denv2)	DENV_2/NI/BID_V570/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199605	Dengue (denv2)	DENV_2/NI/BID_V1725/2007	?			Genbank
EU482692	Dengue (denv2)	DENV_2/NI/BID_V580/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955374	Dengue (denv2)	DENV_2/NI/BID_V1753/2007	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ744742	Dengue (denv2)	DENV_2/NI/BID_V1763/2006	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819424	Dengue (denv2)	DENV_2/NI/BID_V1761/2006	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ733861	Dengue (denv2)	DENV_2/NI/BID_V2599/2006	Parameswaran et al	Genome-wide patterns of intrahuman dengue virus diversity reveal associations with viral phylogenetic clade and interhost diversity	J. Virol. 86 (16), 8546-8558 (2012)	Genbank
